,date_x,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker,Sector,reportedEPS,estimatedEPS,surprise,surprisePercentage,inflation,cs_sentiment,close,q_roi
11,2019-03-31,USD,-80880000000.0,7336000000.0,0,13353000000.0,147537000000.0,2038000000.0,0.0,869000000.0,0.0,9179000000.0,36301000000.0,69435000000.0,41807000000.0,5091000000.0,5091000000.0,0,3033000000.0,3033000000.0,0,0.0,15560000000.0,1850000000,-3241000000.0,0,24856000000.0,0.0,9179000000.0,JPM,Finance,2.65,2.3501,0.2999,12.7612,2.5,97.2,210.55,0.23896669412733917
12,2018-12-31,USD,1849000000.0,6008000000.0,0,-3290000000.0,29109000000.0,2075000000.0,0.0,5486000000.0,0.0,7066000000.0,-159638000000.0,17839000000.0,6198000000.0,5928000000.0,5928000000.0,0,3120000000.0,3120000000.0,0,0.0,16820000000.0,41000000,-5887000000.0,0,-140304000000.0,-354000000.0,7066000000.0,JPM,Finance,1.98,2.1876,-0.2076,-9.4899,2.7,91.2,169.94,-0.13025231588105834
13,2018-09-30,USD,13189000000.0,5993000000.0,0,-417000000.0,37249000000.0,1992000000.0,0.0,-3252000000.0,0.0,8380000000.0,-808000000.0,2553000000.0,23542000000.0,4416000000.0,4416000000.0,0,2273000000.0,2273000000.0,0,0.0,13676000000.0,1655000000,-2761000000.0,0,13917000000.0,-1017000000.0,8380000000.0,JPM,Finance,2.34,2.2619,0.0781,3.4528,2.9,98.6,195.39,-0.04168914610819563
14,2018-06-30,USD,35685000000.0,4720000000.0,0,10142000000.0,17631000000.0,852000000.0,0.0,-3074000000.0,0.0,8316000000.0,6047000000.0,-46823000000.0,1122000000.0,4968000000.0,4968000000.0,0,2480000000.0,2480000000.0,0,0.0,21250000000.0,0,-4968000000.0,0,-9632000000.0,-4541000000.0,8316000000.0,JPM,Finance,2.29,2.2213,0.0687,3.0928,2.9,97.9,203.89,0.06715168010049188
15,2018-03-31,USD,-35109000000.0,4431000000.0,0,11855000000.0,72217000000.0,811000000.0,0.0,-5009000000.0,0.0,8712000000.0,-45021000000.0,60589000000.0,11029000000.0,4671000000.0,4671000000.0,0,2236000000.0,2236000000.0,0,0.0,19916000000.0,0,-4671000000.0,0,-16492000000.0,3049000000.0,8712000000.0,JPM,Finance,2.26,2.2881,-0.0281,-1.2281,2.7,98.8,191.06,0.1278630460448642
16,2017-12-31,USD,12554000000.0,3859000000.0,0,-3094000000.0,-162000000.0,1632000000.0,0.0,-6073000000.0,0.0,4232000000.0,-19457000000.0,-21763000000.0,12809000000.0,4808000000.0,4808000000.0,0,2515000000.0,2515000000.0,0,0.0,9960000000.0,1258000000,-3550000000.0,0,-27852000000.0,814000000.0,4232000000.0,JPM,Finance,1.76,1.6913,0.0687,4.062,2.7,95.7,169.4,0.08374384236453203
17,2017-09-30,USD,-4895000000.0,3972000000.0,0,-10335000000.0,29630000000.0,1579000000.0,0.0,2145000000.0,0.0,6732000000.0,23167000000.0,-11506000000.0,-14491000000.0,4763000000.0,4763000000.0,0,2092000000.0,2092000000.0,0,0.0,10781000000.0,0,-4763000000.0,0,8630000000.0,1864000000.0,6732000000.0,JPM,Finance,1.76,1.6566,0.1034,6.2417,2.4,100.7,156.31,0.07068977327214188
18,2017-06-30,USD,4073000000.0,3127000000.0,0,-1309000000.0,37605000000.0,1504000000.0,0.0,-4173000000.0,0.0,7029000000.0,-22573000000.0,4306000000.0,13914000000.0,3007000000.0,3007000000.0,0,2341000000.0,2341000000.0,0,0.0,18992000000.0,0,-3007000000.0,0,-11360000000.0,2834000000.0,7029000000.0,JPM,Finance,1.7085,1.5897,0.1188,7.4731,2.6,93.4,145.99,0.11664372036102177
20,2021-12-31,USD,4232000000.0,244000000.0,0,-9000000.0,376000000.0,198000000.0,173000000.0,213000000.0,0.0,3959000000.0,-547000000.0,-4967000000.0,0.0,4104000000.0,4104000000.0,0,809000000.0,809000000.0,0,0.0,0.0,0,-4045000000.0,0,-1282000000.0,0.0,3959000000.0,V,Finance,1.81,1.7,0.11,6.4706,4.9,67.2,390.58,0.09988454281771841
21,2021-09-30,USD,3971000000.0,60000000.0,0,1016000000.0,106000000.0,202000000.0,208000000.0,123000000.0,0.0,3584000000.0,-1698000000.0,-3619000000.0,0.0,2967000000.0,2967000000.0,0,696000000.0,696000000.0,0,0.0,0.0,0,-2921000000.0,0,-1383000000.0,-37000000.0,3584000000.0,V,Finance,1.62,1.5378,0.0822,5.3453,4.8,71.7,355.11,-0.020034771090322034
22,2021-06-30,USD,4414000000.0,243000000.0,0,42000000.0,103000000.0,204000000.0,179000000.0,55000000.0,0.0,2575000000.0,72000000.0,-2846000000.0,0.0,2200000000.0,2200000000.0,0,698000000.0,698000000.0,0,0.0,0.0,0,-2146000000.0,0,2575000000.0,0.0,2575000000.0,V,Finance,1.49,1.3484,0.1416,10.5013,4.7,81.2,362.37,0.21352265496801848
23,2021-03-31,USD,3329000000.0,59000000.0,0,-2000000.0,408000000.0,201000000.0,158000000.0,57000000.0,0.0,3026000000.0,835000000.0,-2373000000.0,0.0,1713000000.0,1713000000.0,0,701000000.0,701000000.0,0,0.0,0.0,0,-1666000000.0,0,3026000000.0,0.0,3026000000.0,V,Finance,1.38,1.2703,0.1097,8.6358,3.4,88.3,298.61,0.02883820286659322
24,2020-12-31,USD,3513000000.0,281000000.0,0,-39000000.0,-127000000.0,197000000.0,160000000.0,108000000.0,0.0,3126000000.0,639000000.0,-5572000000.0,0.0,1796000000.0,1796000000.0,0,703000000.0,703000000.0,0,0.0,0.0,0,-1735000000.0,0,-1420000000.0,0.0,3126000000.0,V,Finance,1.42,1.2762,0.1438,11.2678,3.0,79.0,290.24,0.001345523546661953
25,2020-09-30,USD,2096000000.0,34000000.0,0,937000000.0,89000000.0,196000000.0,168000000.0,151000000.0,0.0,2137000000.0,-881000000.0,755000000.0,0.0,1542000000.0,1542000000.0,0,662000000.0,662000000.0,0,0.0,0.0,0,-1494000000.0,0,2410000000.0,440000000.0,2137000000.0,V,Finance,1.12,1.0987,0.0213,1.9387,2.6,81.8,289.85,0.05503585338332173
26,2020-06-30,USD,3002000000.0,234000000.0,0,-7000000.0,-102000000.0,197000000.0,161000000.0,-70000000.0,0.0,2373000000.0,-133000000.0,1164000000.0,0.0,1069000000.0,1069000000.0,0,663000000.0,663000000.0,0,0.0,0.0,0,-1036000000.0,0,2373000000.0,0.0,2373000000.0,V,Finance,1.06,1.0361,0.0239,2.3067,3.0,72.5,274.73,0.29895981087470447
27,2020-03-31,USD,1467000000.0,35000000.0,0,26000000.0,474000000.0,192000000.0,216000000.0,-145000000.0,0.0,3084000000.0,1879000000.0,-2754000000.0,0.0,3133000000.0,3133000000.0,0,668000000.0,668000000.0,0,0.0,0.0,0,-3079000000.0,0,3084000000.0,0.0,3084000000.0,V,Finance,1.39,1.3534,0.0366,2.7043,2.1,71.8,211.5,-0.10913609367760413
28,2019-12-31,USD,3875000000.0,234000000.0,0,-12000000.0,-16000000.0,182000000.0,191000000.0,107000000.0,0.0,3272000000.0,562000000.0,-3133000000.0,0.0,2370000000.0,2370000000.0,0,671000000.0,671000000.0,0,0.0,0.0,0,-2315000000.0,0,1304000000.0,0.0,3272000000.0,V,Finance,1.46,1.4653,-0.0053,-0.3617,2.5,99.8,237.41,0.15905873163110873
29,2019-09-30,USD,4042000000.0,34000000.0,0,625000000.0,152000000.0,172000000.0,249000000.0,14000000.0,0.0,3025000000.0,-1004000000.0,-2660000000.0,0.0,2127000000.0,2127000000.0,0,563000000.0,563000000.0,0,0.0,0.0,0,-2092000000.0,0,163000000.0,-215000000.0,3025000000.0,V,Finance,1.47,1.4301,0.0399,2.79,2.5,95.5,204.83,0.04874302391070606
30,2019-06-30,USD,3384000000.0,234000000.0,0,26000000.0,43000000.0,165000000.0,194000000.0,116000000.0,0.0,3101000000.0,809000000.0,-3915000000.0,0.0,2149000000.0,2149000000.0,0,565000000.0,565000000.0,0,0.0,0.0,0,-2111000000.0,0,3101000000.0,109000000.0,3101000000.0,V,Finance,1.37,1.3239,0.0461,3.4821,2.6,98.4,195.31,0.07852449058479216
31,2019-03-31,USD,2064000000.0,35000000.0,0,-2000000.0,211000000.0,160000000.0,156000000.0,3000000.0,0.0,2977000000.0,-326000000.0,-2468000000.0,0.0,1938000000.0,1938000000.0,0,569000000.0,569000000.0,0,0.0,0.0,0,-1897000000.0,0,2977000000.0,-103000000.0,2977000000.0,V,Finance,1.31,1.2389,0.0711,5.739,2.5,97.2,181.09,0.29313053413310497
32,2018-12-31,USD,3294000000.0,234000000.0,0,-46000000.0,237000000.0,159000000.0,157000000.0,200000000.0,0.0,2977000000.0,-70000000.0,-3018000000.0,0.0,2393000000.0,2393000000.0,0,572000000.0,572000000.0,0,0.0,0.0,0,-2345000000.0,0,138000000.0,-68000000.0,2977000000.0,V,Finance,1.3,1.2506,0.0494,3.9501,2.7,91.2,140.04,-0.16244019138755983
33,2018-09-30,USD,3476000000.0,-510000000.0,0,1782000000.0,5000000.0,163000000.0,195000000.0,-12000000.0,0.0,2845000000.0,-1779000000.0,-2046000000.0,0.0,1588000000.0,1588000000.0,0,483000000.0,483000000.0,0,0.0,0.0,0,5633000000.0,0,-343000000.0,-12000000.0,2845000000.0,V,Finance,1.21,1.1986,0.0114,0.9511,2.9,98.6,167.2,-0.019699812382739323
34,2018-06-30,USD,3736000000.0,234000000.0,0,8000000.0,9000000.0,152000000.0,169000000.0,-31000000.0,0.0,2329000000.0,-168000000.0,-2211000000.0,0.0,1754000000.0,1754000000.0,0,487000000.0,487000000.0,0,0.0,0.0,0,-5572000000.0,0,363000000.0,-295000000.0,2329000000.0,V,Finance,1.2,1.0924,0.1076,9.8499,2.9,97.9,170.56,0.05740855548667079
35,2018-03-31,USD,2916000000.0,35000000.0,0,25000000.0,162000000.0,153000000.0,213000000.0,-33000000.0,0.0,2605000000.0,-430000000.0,-2512000000.0,0.0,2072000000.0,2072000000.0,0,490000000.0,490000000.0,0,0.0,0.0,0,50000000.0,0,4000000.0,126000000.0,2605000000.0,V,Finance,1.11,1.015,0.095,9.3596,2.7,98.8,161.3,0.09274439401124579
36,2017-12-31,USD,2813000000.0,241000000.0,0,-51000000.0,54000000.0,145000000.0,141000000.0,146000000.0,0.0,2522000000.0,-707000000.0,-4021000000.0,0.0,1778000000.0,1778000000.0,0,458000000.0,458000000.0,0,0.0,0.0,0,53000000.0,0,-1736000000.0,80000000.0,2522000000.0,V,Finance,1.08,0.9807,0.0993,10.1254,2.7,95.7,147.61,0.06034049278069098
37,2017-09-30,USD,2876000000.0,0.0,0,571000000.0,88000000.0,147000000.0,195000000.0,20000000.0,0.0,2140000000.0,-852000000.0,380000000.0,0.0,1721000000.0,1721000000.0,0,390000000.0,390000000.0,0,0.0,0.0,0,21000000.0,0,2437000000.0,142000000.0,2140000000.0,V,Finance,0.9,0.8489,0.0511,6.0196,2.4,100.7,139.21,0.14406640368178825
38,2017-06-30,USD,3537000000.0,245000000.0,0,-18000000.0,-115000000.0,132000000.0,195000000.0,-6000000.0,0.0,2059000000.0,-681000000.0,-2061000000.0,0.0,0.0,0.0,0,394000000.0,394000000.0,0,0.0,0.0,0,41000000.0,0,1010000000.0,215000000.0,2059000000.0,V,Finance,0.86,0.8082,0.0518,6.4093,2.6,93.4,121.68,0.08604069975008932
40,2021-12-31,USD,44651000000.0,0.0,0,0.0,43750000000.0,495000000.0,0.0,0.0,0.0,7013000000.0,-58907000000.0,83040000000.0,-11624000000.0,7533000000.0,7533000000.0,0,1965000000.0,1965000000.0,0,0.0,11216000000.0,1267000000,-6266000000.0,0,68784000000.0,0.0,7013000000.0,BAC,Finance,0.82,0.76,0.06,7.8947,4.9,67.2,151.62,0.0929930795847751
41,2021-09-30,USD,9795000000.0,0.0,0,0.0,9429000000.0,473000000.0,0.0,0.0,0.0,7691000000.0,-32698000000.0,43663000000.0,-7716000000.0,9914000000.0,9914000000.0,0,2145000000.0,2145000000.0,0,0.0,17282000000.0,0,-9914000000.0,0,7691000000.0,0.0,7691000000.0,BAC,Finance,0.85,0.699,0.151,21.6023,4.8,71.7,138.72,0.05226427975422876
42,2021-06-30,USD,-9311000000.0,0.0,0,0.0,3081000000.0,469000000.0,0.0,0.0,0.0,9224000000.0,-108606000000.0,51320000000.0,14255000000.0,4209000000.0,5087000000.0,878000000,1831000000.0,1831000000.0,0,0.0,35045000000.0,0,-5087000000.0,0,9224000000.0,0.0,9224000000.0,BAC,Finance,1.03,0.7603,0.2697,35.4728,4.7,81.2,131.83,0.21379246846515065
43,2021-03-31,USD,-52328000000.0,0.0,0,0.0,21830000000.0,461000000.0,0.0,0.0,0.0,8050000000.0,-113080000000.0,113627000000.0,31523000000.0,3470000000.0,4563000000.0,1093000000,2114000000.0,2114000000.0,0,0.0,13132000000.0,902000000,-3661000000.0,0,-51781000000.0,0.0,8050000000.0,BAC,Finance,0.86,0.6473,0.2127,32.8596,3.4,88.3,108.61,-0.14648330058939096
44,2020-12-31,USD,54594000000.0,0.0,0,0.0,2405000000.0,487000000.0,0.0,0.0,0.0,5470000000.0,-53882000000.0,77938000000.0,-18986000000.0,263000000.0,263000000.0,0,1828000000.0,1828000000.0,0,0.0,16155000000.0,1083000000,820000000.0,0,78650000000.0,0.0,5470000000.0,BAC,Finance,0.59,0.5394,0.0506,9.3808,3.0,79.0,127.25,0.21006085964244958
45,2020-09-30,USD,-32638000000.0,0.0,0,0.0,12638000000.0,476000000.0,0.0,0.0,0.0,4881000000.0,54977000000.0,-12398000000.0,11608000000.0,114000000.0,114000000.0,0,1983000000.0,1983000000.0,0,0.0,10154000000.0,0,-114000000.0,0,4881000000.0,0.0,4881000000.0,BAC,Finance,0.51,0.4981,0.0119,2.3891,2.6,81.8,105.16,0.2628797886393659
46,2020-06-30,USD,-3006000000.0,0.0,0,0.0,-22160000000.0,448000000.0,0.0,0.0,0.0,3533000000.0,-88349000000.0,129132000000.0,-3139000000.0,286000000.0,286000000.0,0,1833000000.0,1833000000.0,0,0.0,11976000000.0,0,-286000000.0,0,3533000000.0,0.0,3533000000.0,BAC,Finance,0.37,0.2842,0.0858,30.19,3.0,72.5,83.27,0.2152656158785755
47,2020-03-31,USD,19043000000.0,0.0,0,0.0,19600000000.0,432000000.0,0.0,0.0,0.0,4010000000.0,-90411000000.0,161147000000.0,10838000000.0,6362000000.0,7434000000.0,1072000000,2083000000.0,2083000000.0,0,0.0,18728000000.0,1098000000,-6336000000.0,0,89779000000.0,0.0,4010000000.0,BAC,Finance,0.4,0.6009,-0.2009,-33.4332,2.1,71.8,68.52,-0.24653617769958214
48,2019-12-31,USD,59103000000.0,0.0,0,0.0,10868000000.0,439000000.0,0.0,0.0,0.0,6994000000.0,-43279000000.0,-11866000000.0,-32372000000.0,7748000000.0,7953000000.0,205000000,1848000000.0,1848000000.0,0,0.0,7271000000.0,0,-7953000000.0,0,3958000000.0,0.0,6994000000.0,BAC,Finance,0.74,0.6912,0.0488,7.0602,2.5,99.8,90.94,0.1320801693016307
49,2019-09-30,USD,-5702000000.0,0.0,0,0.0,6134000000.0,438000000.0,0.0,0.0,0.0,5777000000.0,-30133000000.0,22828000000.0,3438000000.0,7626000000.0,9989000000.0,2363000000,464000000.0,464000000.0,0,0.0,12656000000.0,1280000000,-8709000000.0,0,5777000000.0,0.0,5777000000.0,BAC,Finance,0.75,0.6839,0.0661,9.6652,2.5,95.5,80.33,0.07479261439657492
50,2019-06-30,USD,-6725000000.0,0.0,0,0.0,714000000.0,434000000.0,0.0,0.0,0.0,7348000000.0,-2451000000.0,7923000000.0,13236000000.0,6507000000.0,6507000000.0,0,1696000000.0,1696000000.0,0,0.0,17777000000.0,2363000000,-4144000000.0,0,7348000000.0,0.0,7348000000.0,BAC,Finance,0.74,0.706,0.034,4.8159,2.6,98.4,74.74,0.23353688727512778
51,2019-03-31,USD,15101000000.0,0.0,0,0.0,-8329000000.0,418000000.0,0.0,0.0,0.0,7311000000.0,-4767000000.0,-15508000000.0,-6181000000.0,6263000000.0,6263000000.0,0,1926000000.0,1926000000.0,0,0.0,14716000000.0,0,-6263000000.0,0,-5174000000.0,0.0,7311000000.0,BAC,Finance,0.7,0.6562,0.0438,6.6748,2.5,97.2,60.59,0.2681038091251571
52,2018-12-31,USD,-13922000000.0,0.0,0,0.0,7169000000.0,524000000.0,0.0,0.0,0.0,7278000000.0,-24317000000.0,30556000000.0,-8847000000.0,5231000000.0,5231000000.0,0,1745000000.0,1745000000.0,0,0.0,3405000000.0,0,-5231000000.0,0,-7454000000.0,229000000.0,7278000000.0,BAC,Finance,0.7,0.6306,0.0694,11.0054,2.7,91.2,47.78,-0.07277314185911121
53,2018-09-30,USD,19606000000.0,0.0,0,0.0,-5237000000.0,361000000.0,0.0,0.0,6391000000.0,7167000000.0,-26282000000.0,21045000000.0,-11587000000.0,5040000000.0,6739000000.0,1699000000,1905000000.0,1905000000.0,0,0.0,18447000000.0,844000000,-5895000000.0,0,13659000000.0,-710000000.0,7167000000.0,BAC,Finance,0.66,0.6189,0.0411,6.6408,2.9,98.6,51.53,-0.08893210749646396
54,2018-06-30,USD,-6518000000.0,0.0,0,0.0,352000000.0,135000000.0,0.0,0.0,5537000000.0,6784000000.0,1980000000.0,-27085000000.0,2549000000.0,4965000000.0,7778000000.0,0,1571000000.0,1571000000.0,0,0.0,21492000000.0,1322000000,-6456000000.0,0,-33042000000.0,-1419000000.0,6784000000.0,BAC,Finance,0.63,0.5767,0.0533,9.2422,2.9,97.9,56.56,0.11054388376202628
55,2018-03-31,USD,40354000000.0,0.0,0,0.0,-15333000000.0,610000000.0,0.0,0.0,4131000000.0,6918000000.0,-22849000000.0,28602000000.0,5407000000.0,4858000000.0,4858000000.0,0,1674000000.0,1674000000.0,0,0.0,20934000000.0,2349000000,-2509000000.0,0,46807000000.0,700000000.0,6918000000.0,BAC,Finance,0.62,0.5893,0.0307,5.2096,2.7,98.8,50.93,0.17920815003473023
56,2017-12-31,USD,-7100000000.0,0.0,0,0.0,8852000000.0,-17000000.0,0.0,0.0,0.0,2520000000.0,-11917000000.0,3843000000.0,-45000000.0,4869000000.0,4869000000.0,0,1576000000.0,1576000000.0,0,0.0,2784000000.0,0,-4869000000.0,0,-14947000000.0,227000000.0,2365000000.0,BAC,Finance,0.47,0.4454,0.0246,5.5231,2.7,95.7,43.19,0.2566191446028514
57,2017-09-30,USD,20304000000.0,0.0,0,0.0,8631000000.0,151000000.0,0.0,0.0,0.0,5587000000.0,-15699000000.0,8658000000.0,-3821000000.0,2981000000.0,2981000000.0,0,1721000000.0,1721000000.0,0,0.0,17069000000.0,0,-2981000000.0,0,13677000000.0,414000000.0,5424000000.0,BAC,Finance,0.48,0.4551,0.0249,5.4713,2.4,100.7,34.37,0.08115759672853096
58,2017-06-30,USD,9649000000.0,0.0,0,0.0,2550000000.0,160000000.0,0.0,0.0,2640000000.0,5269000000.0,-9984000000.0,-9637000000.0,-7727000000.0,2236000000.0,2236000000.0,0,1148000000.0,1148000000.0,0,0.0,16255000000.0,0,-2236000000.0,0,-9321000000.0,651000000.0,5106000000.0,BAC,Finance,0.46,0.436,0.024,5.5046,2.6,93.4,31.79,-0.48667850799289525
60,2021-12-31,USD,3189000000.0,0.0,0,826000000.0,595000000.0,189000000.0,228000000.0,250000000.0,0.0,2379000000.0,-438000000.0,-1617000000.0,0.0,1276000000.0,1276000000.0,0,434000000.0,434000000.0,0,0.0,0.0,0,-1270000000.0,0,1134000000.0,0.0,2380000000.0,MA,Finance,2.35,2.21,0.14,6.3348,4.9,67.2,292.79,0.15535474706021635
61,2021-09-30,USD,2543000000.0,0.0,0,709000000.0,823000000.0,188000000.0,249000000.0,76000000.0,0.0,2414000000.0,-132000000.0,-2137000000.0,0.0,1561000000.0,1561000000.0,0,434000000.0,434000000.0,0,0.0,0.0,0,-1550000000.0,0,2414000000.0,0.0,2403000000.0,MA,Finance,2.37,2.1857,0.1843,8.4321,4.8,71.7,253.42,0.058076907018496104
62,2021-06-30,USD,2268000000.0,0.0,0,160000000.0,521000000.0,186000000.0,193000000.0,88000000.0,0.0,2066000000.0,-1142000000.0,-2195000000.0,0.0,1711000000.0,1711000000.0,0,434000000.0,434000000.0,0,0.0,0.0,0,-1690000000.0,0,2066000000.0,0.0,2066000000.0,MA,Finance,1.95,1.7469,0.2031,11.6263,4.7,81.2,239.51,0.32230994313476513
63,2021-03-31,USD,1463000000.0,0.0,0,-115000000.0,632000000.0,163000000.0,144000000.0,70000000.0,0.0,1828000000.0,-3560000000.0,-606000000.0,0.0,1356000000.0,1356000000.0,0,439000000.0,439000000.0,0,0.0,0.0,0,-1333000000.0,0,-2703000000.0,0.0,1829000000.0,MA,Finance,1.74,1.5631,0.1769,11.3173,3.4,88.3,181.13,-0.06072391619995854
64,2020-12-31,USD,2253000000.0,0.0,0,547000000.0,461000000.0,150000000.0,151000000.0,200000000.0,0.0,1785000000.0,-1054000000.0,-1375000000.0,0.0,1030000000.0,1030000000.0,0,399000000.0,399000000.0,0,0.0,0.0,0,-1021000000.0,0,-176000000.0,0.0,1822000000.0,MA,Finance,1.64,1.5158,0.1242,8.1937,3.0,79.0,192.84,0.2290630975143404
